CountryWorldscopeList,CompanyNameOfficial,CompanyNameOfficialSource,CompanyNameOfficialNotes,ISIN,ISINSource,ISINNotes,WorldscopePermanentID,AccountingPeriodEndDate,CountryOfIncorporation,CountryOfIncorporationSource,CountryOfIncorporationNotes,Consolidation,ConsolidationSource,ConsolidationNotes,AccountingStandards,AccountingStandardsSource,AccountingStandardsNotes,ListingStatus,ListingStatusSource,ListingStatusNotes,ListingPrimary,ListingPrimarySource,ListingPrimaryNotes,SampleNoIFRSGermany2012,SampleNoIFRSGermany2020,SampleGermany2020,SampleNoIFRSUK2007,SampleNoIFRSUK2012,SampleNoIFRSUK2020
Germany,Rapid Nutrition PLC,2,,GB00BLG2TX24,1,,C280H74J0,31/12/2020,United Kingdom,2,,c,1,,IFRS,1,,9,2,CS: source: AR 2021; SIX Swiss Exchange until 23 July 2021,,,,,,1,,,
Germany,KION GROUP AG,1,,DE000KGX8881,1,,C280H7230,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Vonovia SE,1,,DE000A1ML7J1,1,,C280H7240,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,OSRAM Licht AG,1,,DE000LED4000,1,,C280H71X0,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,vOffice SE,2,CS: 2020 AR not in registry; formerly AE Elfte Vermögensverwaltungs SE,DE000A0LYDS1,1,,C280H78N0,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,DUS Primärmarkt,1,,,1,1,,,
Germany,IGP Advantag AG,1,,DE000A1EWVR2,2,,C280H7270,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,"CS: Open Market Düsseldorf, Berlin, Frankfurt",DUS Primärmarkt,2,,,1,1,,,
Germany,Aumann AG,1,,DE000A2DAM03,1,,C280H75K0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,IBU-tec advanced materials AG,1,,DE000A0XYHT5,2,,C280H75M0,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,"CS: Open Market Frankfurt, Berlin, Düsseldorf, Hamburg, München, Stuttgart, Tradegate",FRA Scale,2,,,1,1,,,
Germany,Tick Trading Software Aktiengesellschaft,1,,DE000A0LA304,1,,C280H78H0,30/09/2020,Germany,1,,u,1,,Local,1,,2,1,,DUS Primärmarkt,1,,,1,1,,,
Germany,Delivery Hero SE,1,,DE000A2E4K43,1,,C280H75O0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Zalando SE,1,,DE000ZAL1111,1,,C280H72J0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Noratis AG,1,,DE000A2E4MK4,1,,C280H75T0,31/12/2020,Germany,1,,c,1,,IFRS,1,CS: first IFRS FS,2,1,,FRA Scale,1,,,1,1,,,
Germany,Bastei Lübbe AG,1,,DE000A1X3YY0,1,,C280H72A0,31/03/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,The Naga Group AG,1,,DE000A161NR7,1,,C280H75V0,31/12/2020,Germany,1,,c,1,"CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Latente Steueransprüche"")",IFRS,1,,2,1,,FRA Scale,1,,,,1,,,
Germany,METRO AG,1,,DE000BFB0019,1,,C280H75X0,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,JOST Werke AG,1,,DE000JST4000,1,,C280H75Y0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,CS: TLG Immobilien GmbH,,,,C280H73C0,31/12/2012,Germany,1,,c,,,Local,,,0,2,,,,,1,,,,,
Germany,TLG IMMOBILIEN AG,1,,DE000A12B8Z4,1,,C280H73C0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Vivoryon Therapeutics N.V.,2,,NL00150002Q7,2,,C280H7380,31/12/2020,Netherlands,2,"CS: ""incorporated and domiciled in Amsterdam, the Netherlands""; registered office is in Germany",u,1,,IFRS,1,,1,2,CS: Euronext Amsterdam,AMS,2,,,,1,,,
Germany,Advanced Blockchain AG,2,CS: company not in registry,DE000A0M93V6,2,,C280H78I0,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,DUS Primärmarkt,1,,,1,1,,,
Germany,Voltabox AG,1,,DE000A2E4LE9,1,,C280H7640,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,HELLA GmbH & Co. KGaA,1,,DE000A13SX22,1,,C280H7BX0,31/05/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Mynaric AG,1,,DE000A0JCY11,1,,C280H7670,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,IFRS,1,,2,1,,FRA Scale,1,,,,1,,,
Germany,BEFESA S.A.,2,,LU1704650164,2,,C280H76A0,31/12/2020,Luxembourg,2,,c,1,,IFRS,1,,1,2,,FRA Prime Standard,2,,,,1,,,
Germany,HelloFresh SE,1,,DE000A161408,1,,C280H7690,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Deutsche Industrie REIT-AG,1,,DE000A2G9LL1,1,,C280H76C0,30/09/2020,Germany,1,,u + u,1,,IFRS + Local,1,CS: IFRS FS and statutory German GAAP FS published on registry in separate filings,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Spark Networks SE,1,,DE000A2E4RU2,8,CS: source: Deutsche Bank Depositary Receipt Services; Depositary Receipt ISIN: US8465171002; NYSE symbol LOV,C280H7680,31/12/2020,Germany,1,,c + c,1,,US GAAP + IFRS,1,CS: US GAAP FS published on company website but not on registry; registry contains IFRS FS,9,2,CS: NYSE,,,,,,1,,,
Germany,,,CS: Laurèl GmbH (see 2018 prospectus),,,,C280H76H0,30/04/2013,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Dermapharm Holding SE,1,,DE000A2GS5D8,1,,C280H76G0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Instone Real Estate Group AG,1,,DE000A2NBX80,1,,C280H76F0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,SunMirror AG,2,,CH0396131929,2,,C280H78R0,30/06/2020,Switzerland,2,,u + u,1,,IFRS + Local,1,,2,2,,DUS Open Market,2,,,,1,,,
Germany,STEMMER IMAGING AG,1,,DE000A2G9MZ9,1,,C280H76E0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,UniDevice AG,2,CS: 2020 AR not in registry,DE000A11QLU3,2,,C280H7760,31/12/2020,Germany,1,,c,1,,IFRS,1,,2,2,,MUN m:access,2,CS: also FRA Basic Board,,,1,,,
Germany,Siemens Healthineers AG,1,,DE000SHL1006,1,,C280H76I0,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,DWS Group GmbH & Co. KGaA,1,,DE000DWS1007,1,,C280H76J0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,CYAN AG,1,,DE000A2E4SV8,1,,C280H76N0,31/12/2020,Germany,1,,c,1,"CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Latente Steuern"")",IFRS,1,,2,1,,FRA Scale,1,,,,1,,,
Germany,Tele Columbus AG,1,,DE000TCAG172,1,,C280H7390,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Serviceware SE,1,,DE000A2G8X31,1,,C280H76O0,30/11/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Mendarion SE,2,CS: company not in registry,DE000A2LQ2D0,1,,C280H7880,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,CS: source: DGAP,DUS Open Market,3,CS: source: DGAP,,1,1,,,
Germany,NFON AG,1,,DE000A0N4N52,1,,C280H76S0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280H70B0,31/01/2013,Germany,1,,c,,,Local,,,2,3,CS: source: DGAP,,,,1,,,,,
Germany,Weng Fine Art AG,1,"CS: WS's total assets of 10,487 is wrong because it relates to the unconsolidated FS of ArtXX AG (Zug), which is a fully consolidated subsidiary of Weng Fine Art AG",DE0005181606,3,CS: source: pressetext,C280H70B0,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is wrong because it relates to the unconsolidated FS of ArtXX AG (Zug),Local,1,,2,3,CS: source: pressetext,MUN m:access,3,CS: source: pressetext,,1,1,,,
Germany,STS Group AG,1,,DE000A1TNU68,1,,C280H76R0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Homes & Holiday AG,2,CS: company not in registry,DE000A2GS5M9,2,,C280H76W0,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS,Local,1,,2,2,"CS: Open Market München, Frankfurt",MUN m:access,2,,,1,1,,,
Germany,capsensixx AG,1,,DE000A2G9M17,1,,C280H7720,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,home24 SE,1,,DE000A14KEB5,1,,C280H76Y0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Fyber N.V.,2,,NL0014433377,1,,C280H74O0,31/12/2020,Netherlands,2,,c,1,,IFRS,1,,1,2,,FRA Prime Standard,2,,,,1,,,
Germany,AKASOL AG,1,,DE000A2JNWZ9,1,,C280H7700,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,creditshelf Aktiengesellschaft,1,,DE000A2LQUA5,1,,C280H7710,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Traumhaus AG,1,,DE000A2NB7S2,2,,C280H77L0,31/12/2020,Germany,1,,c,1,"CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Aktive latente Steuern"")",Local,1,,2,2,"CS: Open Market München, Frankfurt, Stuttgart, Düsseldorf, Tradegate",MUN m:access,2,,,1,1,,,
Germany,Netfonds AG,1,,DE000A1MME74,2,,C280H77C0,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,MUN m:access,2,,,1,1,,,
Germany,Westwing Group AG,1,,DE000A2N4H07,1,,C280H77H0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C28083C00,31/12/2012,Germany,1,,c,,,Local,,,0,2,"CS: ""Unternehmen in Familienhand""",,,,1,,,,,
Germany,Knorr-Bremse Aktiengesellschaft,1,,DE000KBX1006,1,,C28083C00,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,PANTAFLIX AG,1,,DE000A12UPJ7,2,,C280H74R0,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,,FRA Scale,2,,,1,1,,,
Germany,Limes Schlosskliniken AG,1,,DE000A0JDBC7,1,,C280H7870,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,,DUS Primärmarkt,2,,,1,1,,,
Germany,voxeljet AG,1,,DE000A1X3WJ5,8,CS: source: Deutsche Bank Depositary Receipt Services; Depositary Receipt ISIN: US92912L2060; NASDAQ symbl VJET,C280H72B0,31/12/2020,Germany,1,,c,1,,IFRS,1,,9,2,CS: NASDAQ,,,,,,1,,,
Germany,,,CS: 2012 AR not in registry; WS's total assets match the prior period number from the 2013 AR,,,,C280H73I0,31/12/2012,Germany,1,,u,22,,Local,22,,,,,,,,1,,,,,
Germany,FCR Immobilien Aktiengesellschaft,1,,DE000A1YC913,1,,C280H73I0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,CS: also MUN m:access,,,1,,,
Germany,DFV Deutsche Familienversicherung AG,1,,DE000A2NBVD5,1,,C280H77I0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,aifinyo AG,1,,DE000A2G8XP9,3,CS: source: DGAP,C280H7810,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,3,"CS: Open Market Frankfurt, München (m:access) (source: DGAP)",MUN m:access,3,CS: source: DGAP,,1,1,,,
Germany,onoff Aktiengesellschaft,1,,DE000A2BPNB1,3,CS: source: DGAP,C280H78B0,31/12/2020,Germany,1,,c,1,"CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Aktive latente Steuern"")",Local,1,,2,3,CS: source: DGAP,MUN m:access,3,CS: source: DGAP,,1,1,,,
Germany,publity AG,1,,DE0006972508,1,,C280H7470,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,FRA Scale,1,,,1,1,,,
Germany,TRATON SE,1,,DE000TRAT0N7,1,,C280H77G0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Jumia Technologies AG,1,,,8,"CS: source: Deutsche Bank Depositary Receipt Services; no ""ORD ISIN"" provided; Depositary Receipt ISIN: US48138M1053; NYSE symbol JMIA",C280H77N0,31/12/2020,Germany,1,,c,1,,IFRS,1,,9,2,CS: NYSE; IPO April 2019,,,,,,1,,,
Germany,Global Fashion Group S.A.,2,,LU2010095458,1,,C280H77P0,31/12/2020,Luxembourg,2,,c,1,,IFRS,1,,1,2,,FRA Prime Standard,2,,,,1,,,
Germany,Spielvereinigung Unterhaching Fußball GmbH & Co. KGaA,1,,DE000A2TR919,1,,C280H77Q0,30/06/2020,Germany,1,,u,1,,Local,1,,2,2,,MUN m:access,1,,,,1,,,
Germany,ROY Asset Holding SE,1,,DE000RYSE888,1,,C280H7460,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Advanced Bitcoin Technologies AG,1,,DE000A2YPJ22,1,,C280Y1030,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS,Local,1,,2,2,,DUS Open Market,2,,,,1,,,
Germany,windeln.de SE,1,,DE000WNDL201,1,,C280H73N0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Sixt Leasing SE,1,,DE000A0DPRE6,1,,C280H73G0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,TeamViewer AG,1,,DE000A2YN900,1,,C280H77U0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Xlife Sciences AG,2,,CH0461929603,3,CS: source: DGAP,C280H78D0,31/12/2020,Switzerland,2,,c,1,,IFRS,1,,2,3,"CS: Open Market Frankfurt, München (source: DGAP)",MUN m:access,3,CS: source: DGAP (30/09/2019 and 01/02/2022),,,1,,,
Germany,BioNTech SE,1,,,8,"CS: source: Deutsche Bank Depositary Receipt Services; no ""ORD ISIN"" provided; Depositary Receipt ISIN: US09075V1026; NASDAQ symbl BNTX",C280H77T0,31/12/2020,Germany,1,,c,1,,IFRS,1,,9,2,CS: NASDAQ; IPO 10/10/2019,,,,,,1,,,
Germany,SynBiotic SE,1,,DE000A3E5A59,3,CS: source: DGAP,C280Y11G0,31/12/2020,Germany,1,,c,1,CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,IFRS,1,CS: first IFRS FS,2,3,"CS: Open Market Düsseldorf, Frankfurt (source: company website)",DUS Primärmarkt,3,CS: source: company website,,1,1,,,
Germany,Pacifico Renewables Yield AG,1,,DE000A2YN371,1,,C280Y1120,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,"CS: Open Market Düsseldorf, Frankfurt",DUS Primärmarkt,2,,,1,1,,,
Germany,coinIX GmbH & Co. KGaA,2,CS: company not in registry,DE000A2LQ1G5,1,,C280H78W0,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,"CS: Open Market Düsseldorf, Berlin, München",DUS Open Market,2,,,1,1,,,
Germany,Siltronic AG,1,,DE000WAF3001,1,,C2805W400,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,TubeSolar AG,2,CS: 2020 AR not in registry,DE000A2PXQD4,2,,C280Y1130,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,"CS: Open Market Düsseldorf, München, Frankfurt",DUS Primärmarkt,2,CS: also MUN m:access,,1,1,,,
Germany,EXASOL AG,1,,DE000A0LR9G9,1,,C280H77Y0,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,FRA Scale,2,,,1,1,,,
Germany,elumeo SE,1,,DE000A11Q059,1,,C280H73Q0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,PharmaSGP Holding SE,1,,DE000A2P4LJ5,1,,C280H7910,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Elbstein AG,1,,DE000A1YDGT7,1,,C280H7600,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,CS: source: DGAP,HAM Open Market,3,CS: source: DGAP,,1,1,,,
Germany,Brockhaus Capital Management AG,1,,DE000A2GSU42,1,,C280Y1110,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Deutsche Pfandbriefbank AG,1,,DE0008019001,1,,C280AZ860,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,SGT German Private Equity GmbH & Co. KGaA,1,,DE000A1MMEV4,1,,C280H73X0,31/12/2020,Germany,1,,c,1,"CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Latente Ertragssteueransprüche"")",IFRS,1,,2,1,,FRA Scale,1,,,,1,,,
Germany,Knaus Tabbert AG,1,,DE000A2YN504,1,,C280Y1170,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Doralis SE,1,,DE000A2P74C5,1,,C280Y11T0,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,"CS: Open Market Berlin, Düsseldorf, Frankfurt (source: DGAP); no ad-hoc news before balance sheet date",DUS Open Market,4,,,1,1,,,
Germany,H&K AG,1,,DE000A11Q133,2,,C280H76V0,31/12/2020,Germany,1,,c,1,,IFRS,1,,2,2,,PAR Open Market,2,,,,1,,,
Germany,HENSOLDT AG,1,,DE000HAG0005,1,,C280Y11B0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Siemens Energy AG,1,,DE000ENER6Y0,1,,C280H78U0,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Beno Holding AG,1,,DE000A11QLP3,1,,C280Y11S0,31/12/2020,Germany,1,,c,1,"CS: consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Latente Steueransprüche"")",IFRS,1,,2,1,,MUN m:access,1,,,,1,,,
Germany,Convalue SE,2,CS: company not in registry,DE000A2P4HJ3,1,,C280Y11Q0,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,CS: source: pressetext,DUS Open Market,3,CS: source: pressetext,,1,1,,,
Germany,Compleo Charging Solutions AG,1,,DE000A2QDNX9,1,,C280Y11C0,31/12/2020,Germany,1,,u + u,1,,IFRS + Local,1,CS: statutory German GAAP FS published on company website,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,fashionette AG,1,,DE000A2QEFA1,2,,C280Y11E0,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,"CS: Open Market Frankfurt, Berlin, Düsseldorf, Hamburg, Hannover, München, Stuttgart, Tradegate",FRA Scale,2,,,1,1,,,
Germany,Consulting Team Holding AG,2,"CS: company not in registry; WS's total assets of 16,231 is wrong because it relates to the 30/06/2020 half-year FS",DE000A1YDBQ4,1,,C280Y1020,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,,DUS Open Market,2,,,1,1,,,
Germany,VIA optronics AG,1,,DE000A2TSG37,8,CS: source: Deutsche Bank Depositary Receipt Services; Depositary Receipt ISIN: US91823Y1091; NYSE symbol VIAO,C280Y1190,31/12/2020,Germany,1,,c,1,,IFRS,1,,9,2,CS: NYSE; IPO 25/09/2020,,,,,,1,,,
Germany,Nagarro SE,1,,DE000A3H2200,1,,C280Y11H0,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,M1 Kliniken AG,1,,DE000A0STSQ8,2,,C280H7450,31/12/2020,Germany,1,,c,1,,IFRS,1,,2,2,"CS: Open Market Frankfurt, Düsseldorf, Stuttgart, Berlin, Hannover, Hamburg, München, Tradegate",FRA Basic Board,2,,,,1,,,
Germany,AUTO1 Group SE,1,,DE000A2LQ884,1,,C280Y11K0,31/12/2020,Germany,1,,c,1,,IFRS,1,,0,1,CS: IPO 04/02/2021 (source: Frankfurt Stock Exchange),,,,,,1,,,
United Kingdom,HIGHWAY CAPITAL PLC,,,,,,C826C6420,29/02/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,HIGHWAY CAPITAL PLC,,,,,,C826C6420,28/02/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,HIGHWAY CAPITAL PLC,,,,,,C826C6420,29/02/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,ATHELNEY TRUST PLC,,,,,,C826A7720,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ATHELNEY TRUST PLC,,,,,,C826A7720,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,ATHELNEY TRUST PLC,,,,,,C826A7720,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,HENDERSON HIGH INCOME TRUST PLC,,,,,,C826UT450,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,HENDERSON HIGH INCOME TRUST PLC,,,,,,C826UT450,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,HENDERSON HIGH INCOME TRUST PLC,,,,,,C826UT450,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,SPARK VCT 2 PLC,,,,,,C826CC540,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MAVEN INCOME AND GROWTH VCT 5 PLC,,,,,,C82649090,30/11/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MAVEN INCOME AND GROWTH VCT 5 PLC,,,,,,C82649090,30/11/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,MAVEN INCOME AND GROWTH VCT 5 PLC,,,,,,C82649090,30/11/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,JPMORGAN ELECT PLC,,,,,,C826H8560,31/08/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,JPMORGAN ELECT PLC,,,,,,C826H8560,31/08/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,JPMORGAN ELECT PLC,,,,,,C826H8560,31/08/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,NORTHERN AIM VCT PLC,,,,,,C826AE760,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ALBION TECHNOLOGY & GENERAL VCT PLC,,,,,,C826AE210,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ALBION TECHNOLOGY & GENERAL VCT PLC,,,,,,C826AE210,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,ALBION TECHNOLOGY & GENERAL VCT PLC,,,,,,C826AE210,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,THE LINDSELL TRAIN INVESTMENT TRUST PLC,,,,,,C826AE470,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,THE LINDSELL TRAIN INVESTMENT TRUST PLC,,,,,,C826AE470,31/03/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,THE LINDSELL TRAIN INVESTMENT TRUST PLC,,,,,,C826AE470,31/03/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,BARONSMEAD SECOND VENTURE TRUST PLC,,,,,,C826AT580,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BARONSMEAD SECOND VENTURE TRUST PLC,,,,,,C826AT580,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,BARONSMEAD SECOND VENTURE TRUST PLC,,,,,,C826AT580,30/09/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,ARTEMIS AIM VCT PLC,,,,,,C826AT570,31/01/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MAVEN INCOME AND GROWTH VCT 2 PLC,,,,,,C82609510,31/01/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MAVEN INCOME AND GROWTH VCT 2 PLC,,,,,,C82609510,31/01/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,CHRYSALIS VCT PLC,,,,,,C82602990,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,CHRYSALIS VCT PLC,,,,,,C82602990,31/10/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,AMATI AIM VCT PLC,,,,,,C82646680,31/01/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,AMATI AIM VCT PLC,,,,,,C82646680,31/01/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,AMATI AIM VCT PLC,,,,,,C82646680,31/01/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,PROVEN GROWTH AND INCOME VCT PLC,,,,,,C82665340,29/02/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,PROVEN GROWTH AND INCOME VCT PLC,,,,,,C82665340,28/02/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
